Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
05/11/2017,Completed - Dup,05/15/2017,17-02967926,Sanitation Code Violation,Standing water,1449 N WESTERN AVE,60622,1160145.72309069,1909570.84313005,1,14,24,41.9075697702122,-87.68714816929541,"(41.9075697702122, -87.68714816929541)"
05/11/2017,Completed,05/15/2017,17-02957624,Sanitation Code Violation,Standing water,1758 W JULIAN ST,60622,1164402.80807017,1909873.49998659,2,14,24,41.90831121466563,-87.6715014047728,"(41.90831121466563, -87.6715014047728)"
05/11/2017,Completed,05/15/2017,17-02967801,Sanitation Code Violation,Standing water,1449 N WESTERN AVE,60622,1160145.72309069,1909570.84313005,1,14,24,41.9075697702122,-87.68714816929541,"(41.9075697702122, -87.68714816929541)"
05/12/2017,Completed,05/17/2017,17-02992081,Sanitation Code Violation,Standing water,2141 W AINSLIE ST,60625,1161079.74022464,1932517.71920621,47,20,4,41.97051803075729,-87.68307769440953,"(41.97051803075729, -87.68307769440953)"
05/17/2017,Completed,05/19/2017,17-03157073,Sanitation Code Violation,Standing water,3538 W 58TH PL,60629,1153826.12410975,1865597.15012037,23,8,63,41.78702900284135,-87.7115326289209,"(41.78702900284135, -87.7115326289209)"
05/20/2017,Completed,05/22/2017,17-03239317,Sanitation Code Violation,Standing water,3324 N WESTERN AVE,60618,1159816.70042185,1922007.21033074,47,19,5,41.9417028294204,-87.68801301269946,"(41.9417028294204, -87.68801301269946)"
05/01/2017,Completed,05/22/2017,17-02678035,Sanitation Code Violation,Standing water,3404 W COLUMBUS AVE,60652,1155087.03251385,1850955.7709892,18,8,70,41.74682566020789,-87.70730013245272,"(41.74682566020789, -87.70730013245272)"
05/21/2017,Completed,05/23/2017,17-03253941,Sanitation Code Violation,Standing water,3054 W BLOOMINGDALE AVE,60647,1155530.34009677,1911781.62611196,26,14,23,41.91373050464582,-87.70404304017389,"(41.91373050464582, -87.70404304017389)"
05/13/2017,Completed,05/23/2017,17-03036103,Sanitation Code Violation,Standing water,9343 S JUSTINE ST,60620,1167642.30851473,1842762.51496751,21,22,73,41.724082290868715,-87.66152854721632,"(41.724082290868715, -87.66152854721632)"
05/24/2017,Completed,05/25/2017,17-03379763,Sanitation Code Violation,Standing water,4105 N LAWNDALE AVE,60618,1150991.17989823,1927031.32368972,35,17,16,41.95566711048374,-87.72031855273825,"(41.95566711048374, -87.72031855273825)"
05/24/2017,Completed,05/25/2017,17-03356795,Sanitation Code Violation,Standing water,3418 W 66TH PL,60629,1154752.92549279,1860317.98361449,23,8,66,41.772523733496335,-87.70827513296872,"(41.772523733496335, -87.70827513296872)"
05/24/2017,Completed,05/25/2017,17-03370697,Sanitation Code Violation,Standing water,6338 N SACRAMENTO AVE,60659,1155194.55056748,1941898.68687955,50,24,2,41.99638041495959,-87.70446474287613,"(41.99638041495959, -87.70446474287613)"
05/29/2017,Completed,05/30/2017,17-03525369,Sanitation Code Violation,Standing water,3921 W CORNELIA AVE,60618,1149532.61996591,1922978.52030222,30,17,21,41.94457440824068,-87.72578619031529,"(41.94457440824068, -87.72578619031529)"
05/28/2017,Completed,05/30/2017,17-03490851,Sanitation Code Violation,Standing water,1246 W FOSTER AVE,60640,1166954.96013057,1934669.92717161,48,20,77,41.976299360639864,-87.66141210190705,"(41.976299360639864, -87.66141210190705)"
05/17/2017,Completed,05/30/2017,17-03155130,Sanitation Code Violation,Standing water,1129 W CHICAGO AVE,60642,1168615.88997114,1905512.2499928,27,12,24,41.89625342401223,-87.65615119843986,"(41.89625342401223, -87.65615119843986)"
05/27/2017,Completed,05/31/2017,17-03464914,Sanitation Code Violation,Standing water,3648 N BELL AVE,60618,1160716.84539813,1924187.61879983,47,19,5,41.94766735541755,-87.68464395764931,"(41.94766735541755, -87.68464395764931)"
05/27/2017,Completed,05/31/2017,17-03466509,Sanitation Code Violation,Standing water,2600 N PULASKI RD,60639,1149278.65123219,1916984.67846737,31,25,22,41.928131733950565,-87.72687552876992,"(41.928131733950565, -87.72687552876992)"
06/04/2017,Completed,06/05/2017,17-03660778,Sanitation Code Violation,Standing water,1654 W BARRY AVE,60657,1164749.352399,1920641.11791691,32,19,6,41.93785087049671,-87.66992236514739,"(41.93785087049671, -87.66992236514739)"
06/04/2017,Completed,06/05/2017,17-03675422,Sanitation Code Violation,Standing water,3427 N DAMEN AVE,60618,1162405.07760585,1922866.57992299,32,19,5,41.94400712349046,-87.67847553082187,"(41.94400712349046, -87.67847553082187)"
06/06/2017,Completed,06/07/2017,17-03727061,Sanitation Code Violation,Standing water,417 E SUPERIOR ST,60611,1179140.02389426,1905450.8993676,42,18,8,41.89585063105687,-87.61750041309874,"(41.89585063105687, -87.61750041309874)"
06/05/2017,Completed,06/08/2017,17-03687918,Sanitation Code Violation,Standing water,5835 W DAKIN ST,60634,1136747.15998439,1925656.58881154,38,16,15,41.952162357302655,-87.77271643439148,"(41.952162357302655, -87.77271643439148)"
05/25/2017,Completed,06/09/2017,17-03410646,Sanitation Code Violation,Standing water,8605 S YATES BLVD,60617,1193659.28248365,1848391.63007979,7,4,46,41.738932417784945,-87.56604678494466,"(41.738932417784945, -87.56604678494466)"
06/11/2017,Completed - Dup,06/12/2017,17-03872916,Sanitation Code Violation,Standing water,2200 S HOMAN AVE,60623,1154038.38982104,1889168.05351501,22,10,30,41.85170646849583,-87.71012750904315,"(41.85170646849583, -87.71012750904315)"
05/28/2017,Completed,06/12/2017,17-03490694,Sanitation Code Violation,Standing water,4632 N MANOR AVE,60625,1156401.64519218,1930642.62007722,33,17,14,41.96546879783359,-87.70033035669263,"(41.96546879783359, -87.70033035669263)"
06/10/2017,Completed,06/13/2017,17-03847476,Sanitation Code Violation,Standing water,2320 W THOMAS ST,60622,1160740.17346581,1907265.46569235,1,12,24,41.901231325203916,-87.68502848418437,"(41.901231325203916, -87.68502848418437)"
06/12/2017,Completed,06/13/2017,17-03890242,Sanitation Code Violation,Standing water,6124 W BYRON ST,60634,1134838.39989596,1925283.07401039,38,16,17,41.95117144206763,-87.77974205447445,"(41.95117144206763, -87.77974205447445)"
06/12/2017,Completed,06/14/2017,17-03876273,Sanitation Code Violation,Standing water,3816 N ST LOUIS AVE,60618,1152376.22032898,1925221.28366933,35,17,16,41.95067293268507,-87.71527480070681,"(41.95067293268507, -87.71527480070681)"
06/15/2017,Completed - Dup,06/16/2017,17-03955052,Sanitation Code Violation,Standing water,2236 W ARMITAGE AVE,60647,1161136.54819973,1913249.15628073,32,14,22,41.91764279141601,-87.68340602698,"(41.91764279141601, -87.68340602698)"
06/14/2017,Completed,06/16/2017,17-03932094,Sanitation Code Violation,Standing water,2320 W THOMAS ST,60622,1160740.17346581,1907265.46569235,1,12,24,41.901231325203916,-87.68502848418437,"(41.901231325203916, -87.68502848418437)"
06/17/2017,Completed - Dup,06/19/2017,17-03998298,Sanitation Code Violation,Standing water,2237 S HOMAN AVE,60623,1154045.98982104,1888920.75351501,22,10,30,41.851027697018935,-87.71010620243875,"(41.851027697018935, -87.71010620243875)"
06/15/2017,Completed,06/19/2017,17-03950910,Sanitation Code Violation,Standing water,4214 N KENMORE AVE,60613,1168412.3820944,1928239.18671853,46,19,3,41.958621709693276,-87.65623949222181,"(41.958621709693276, -87.65623949222181)"
06/16/2017,Completed,06/19/2017,17-03985184,Sanitation Code Violation,Standing water,1244 W FOSTER AVE,60640,1166964.76013057,1934670.22717161,48,20,77,41.97629997291157,-87.66137605487464,"(41.97629997291157, -87.66137605487464)"
06/19/2017,Completed,06/20/2017,17-04041801,Sanitation Code Violation,Standing water,118 W OAK ST,60610,1175168.30709048,1907129.1909298,2,18,8,41.90054595394504,-87.63203711491143,"(41.90054595394504, -87.63203711491143)"
06/17/2017,Completed,06/20/2017,17-04007809,Sanitation Code Violation,Standing water,2320 W THOMAS ST,60622,1160740.17346581,1907265.46569235,1,12,24,41.901231325203916,-87.68502848418437,"(41.901231325203916, -87.68502848418437)"
05/01/2017,Completed,06/20/2017,17-02685659,Sanitation Code Violation,Standing water,1121 W 15TH ST,60608,1169125.65460151,1892902.40338962,11,12,28,41.86164002367808,-87.65464518010688,"(41.86164002367808, -87.65464518010688)"
06/20/2017,Completed,06/21/2017,17-04061546,Sanitation Code Violation,Standing water,1624 W HIGHLAND AVE,60660,1164374.60968761,1942143.91390392,40,24,77,41.99686335768411,-87.67068840717356,"(41.99686335768411, -87.67068840717356)"
06/19/2017,Completed,06/21/2017,17-04036055,Sanitation Code Violation,Standing water,1222 N PAULINA ST,60622,1164748.3999759,1908281.62021125,1,14,24,41.903935662240904,-87.67027707881803,"(41.903935662240904, -87.67027707881803)"
06/19/2017,Completed,06/21/2017,17-04042621,Sanitation Code Violation,Standing water,1220 N PAULINA ST,60622,1164744.8999759,1908260.52021125,1,14,24,41.90387783659252,-87.67029053420748,"(41.90387783659252, -87.67029053420748)"
06/21/2017,Completed,06/22/2017,17-04091631,Sanitation Code Violation,Standing water,3821 N LAVERGNE AVE,60641,1142345.4289682,1925037.44150274,45,16,15,41.95036102783698,-87.75215226561944,"(41.95036102783698, -87.75215226561944)"
06/20/2017,Completed,06/22/2017,17-04084916,Sanitation Code Violation,Standing water,2320 W THOMAS ST,60622,1160740.17346581,1907265.46569235,1,12,24,41.901231325203916,-87.68502848418437,"(41.901231325203916, -87.68502848418437)"
06/08/2017,Completed,06/25/2017,17-03799600,Sanitation Code Violation,Standing water,10927 S HAMLIN AVE,60655,1152969.97581644,1831735.02989195,19,22,74,41.694122446920325,-87.71556305270497,"(41.694122446920325, -87.71556305270497)"
06/23/2017,Completed,06/26/2017,17-04148695,Sanitation Code Violation,Standing water,1911 N KEDZIE AVE,60647,1154739.92742029,1912576.73863386,1,14,22,41.91592823820214,-87.70692554261133,"(41.91592823820214, -87.70692554261133)"
06/21/2017,Completed,06/26/2017,17-04120025,Sanitation Code Violation,Standing water,4838 N SEELEY AVE,60625,1161802.49029922,1932128.94532619,47,20,4,41.96943613431934,-87.68043098778404,"(41.96943613431934, -87.68043098778404)"
06/21/2017,Completed,06/27/2017,17-04103866,Sanitation Code Violation,Standing water,1129 W CHICAGO AVE,60642,1168615.88997114,1905512.2499928,27,12,24,41.89625342401223,-87.65615119843986,"(41.89625342401223, -87.65615119843986)"
06/28/2017,Completed,06/29/2017,17-04285506,Sanitation Code Violation,Standing water,6310 N WESTERN AVE,60659,1159173.64722166,1941824.2520961,50,24,2,41.99609504178689,-87.68982943367395,"(41.99609504178689, -87.68982943367395)"
06/27/2017,Completed,06/30/2017,17-04257458,Sanitation Code Violation,Standing water,539 W 104TH ST,60628,1174424.45020975,1835925.39506685,34,22,49,41.70517233599774,-87.6368884408431,"(41.70517233599774, -87.6368884408431)"
07/05/2017,Completed,07/06/2017,17-04436938,Sanitation Code Violation,Standing water,1400 N KOSTNER AVE,60651,1146786.24931908,1908950.68996954,37,25,23,41.90613368578828,-87.73623982264185,"(41.90613368578828, -87.73623982264185)"
07/03/2017,Completed,07/06/2017,17-04399539,Sanitation Code Violation,Standing water,3848 N FREMONT ST,60613,1169573.21301578,1925803.84433286,46,19,6,41.95191379563834,-87.6520430339984,"(41.95191379563834, -87.6520430339984)"
07/07/2017,Completed,07/07/2017,17-04461474,Sanitation Code Violation,Standing water,11051 S RACINE AVE,60643,1170298.25308702,1831410.2257708,34,22,75,41.692872575092196,-87.65212887297822,"(41.692872575092196, -87.65212887297822)"
07/06/2017,Completed,07/10/2017,17-04453998,Sanitation Code Violation,Standing water,2018 W CORTLAND ST,60647,1162602.49003088,1912745.04997807,32,14,22,41.91622887774475,-87.67803426495361,"(41.91622887774475, -87.67803426495361)"
07/01/2017,Completed,07/10/2017,17-04359536,Sanitation Code Violation,Standing water,11040 S AVENUE C,60617,1204460.99810893,1832372.12573302,10,4,52,41.69470266131618,-87.52702207827394,"(41.69470266131618, -87.52702207827394)"
07/08/2017,Completed,07/11/2017,17-04490045,Sanitation Code Violation,Standing water,1425 N MILWAUKEE AVE,60622,1163884.36126805,1909677.63160469,1,14,24,41.907784699262756,-87.67341144939894,"(41.907784699262756, -87.67341144939894)"
07/14/2017,Completed,07/18/2017,17-04629744,Sanitation Code Violation,Standing water,1909 N HALSTED ST,60614,1170658.37329602,1912801.32833309,43,18,7,41.91621058713027,-87.64843585010205,"(41.91621058713027, -87.64843585010205)"
07/12/2017,Completed,07/18/2017,17-04594511,Sanitation Code Violation,Standing water,3151 W DIVISION ST,60622,1155050.35359821,1907809.83933203,26,12,24,41.90284122497348,-87.70591315818307,"(41.90284122497348, -87.70591315818307)"
07/01/2017,Completed,07/18/2017,17-04354733,Sanitation Code Violation,Standing water,3333 W BEACH AVE,60651,1153872.99388049,1909440.69242796,26,14,23,41.907339982599936,-87.71019432235565,"(41.907339982599936, -87.71019432235565)"
07/18/2017,Completed,07/19/2017,17-04747648,Sanitation Code Violation,Standing water,1326 E 58TH ST,60637,1185922.1501013,1866807.17817768,5,2,41,41.78965218397287,-87.59381365289494,"(41.78965218397287, -87.59381365289494)"
07/19/2017,Completed,07/20/2017,17-04763914,Sanitation Code Violation,Standing water,5447 W WRIGHTWOOD AVE,60639,1139522.39001386,1916750.29021781,30,25,19,41.92767230801268,-87.76273242005675,"(41.92767230801268, -87.76273242005675)"
06/21/2017,Completed,07/23/2017,17-04108431,Sanitation Code Violation,Standing water,7820 S MARSHFIELD AVE,60620,1166701.81851722,1852852.8575265,17,6,71,41.75179176142571,-87.66468637157712,"(41.75179176142571, -87.66468637157712)"
07/22/2017,Completed,07/24/2017,17-04842603,Sanitation Code Violation,Standing water,512 N ORLEANS ST,60654,1173840.30289875,1903667.30477387,42,18,8,41.89107603325887,-87.63701809422649,"(41.89107603325887, -87.63701809422649)"
07/22/2017,Completed,07/24/2017,17-04842666,Sanitation Code Violation,Standing water,1307 N LUIS MUNOZ MARIN DR,60622,1157298.51468952,1908577.45872286,26,14,24,41.90490222091681,-87.69763432763759,"(41.90490222091681, -87.69763432763759)"
07/20/2017,Completed,07/24/2017,17-04781472,Sanitation Code Violation,Standing water,1650 E 56TH ST,60637,1188315.89000471,1868195.559219,5,2,41,41.79340516739608,-87.5849923571122,"(41.79340516739608, -87.5849923571122)"
07/20/2017,Completed,07/24/2017,17-04781547,Sanitation Code Violation,Standing water,5478 S DORCHESTER AVE,60615,1186478.74473126,1869069.26869794,5,2,41,41.795846379510984,-87.59170126521448,"(41.795846379510984, -87.59170126521448)"
05/11/2017,Completed,07/25/2017,17-02967927,Sanitation Code Violation,Standing water,9223 S PEORIA ST,60620,1171935.58988099,1843633.39440098,21,22,73,41.72637908961697,-87.64577694953385,"(41.72637908961697, -87.64577694953385)"
07/23/2017,Completed,07/26/2017,17-04855384,Sanitation Code Violation,Standing water,4703 N LAPORTE AVE,60630,1142509.83270317,1930821.02682212,45,16,15,41.966228625667924,-87.75140355002577,"(41.966228625667924, -87.75140355002577)"
07/24/2017,Completed,07/26/2017,17-04887210,Sanitation Code Violation,Standing water,1953 N MAUD AVE,60614,1168410.16001468,1913130.2400055,43,18,7,41.91716210953306,-87.65668609147943,"(41.91716210953306, -87.65668609147943)"
07/21/2017,Completed,07/26/2017,17-04822066,Sanitation Code Violation,Standing water,2612 S LOWE AVE,60616,1172397.32009105,1886955.81517476,11,9,60,41.84525051833475,-87.64281110102375,"(41.84525051833475, -87.64281110102375)"
06/19/2017,Completed,07/26/2017,17-04044486,Sanitation Code Violation,Standing water,1333 N LUIS MUNOZ MARIN DR,60622,1157292.51468952,1908749.95872286,26,14,24,41.90537569751792,-87.69765167189139,"(41.90537569751792, -87.69765167189139)"
07/25/2017,Completed,07/27/2017,17-04905577,Sanitation Code Violation,Standing water,4521 N FORESTVIEW AVE,60656,1116961.68678485,1928907.32829687,38,16,76,41.96141492002957,-87.84538189769658,"(41.96141492002957, -87.84538189769658)"
07/20/2017,Completed,07/27/2017,17-04800743,Sanitation Code Violation,Standing water,7609 S FORD CITY DR XR,60652,1151131.69129451,1853795.72011721,18,8,70,41.75469702165644,-87.7217197223361,"(41.75469702165644, -87.7217197223361)"
07/31/2017,Completed,08/01/2017,17-05077767,Sanitation Code Violation,Standing water,2015 N OAKLEY AVE,60647,1160709.06957791,1913402.96602623,32,14,22,41.91807373534238,-87.6849723254279,"(41.91807373534238, -87.6849723254279)"
08/02/2017,Completed,08/03/2017,17-05131733,Sanitation Code Violation,Standing water,2508 N LONG AVE,60639,1139958.78152584,1916192.36642935,30,25,19,41.92613332567215,-87.7611425100272,"(41.92613332567215, -87.7611425100272)"
08/04/2017,Completed,08/04/2017,17-05166299,Sanitation Code Violation,Standing water,3823 W 65TH ST,60629,1152002.44676652,1861229.46677716,23,8,65,41.7750794007664,-87.71833384080406,"(41.7750794007664, -87.71833384080406)"
08/03/2017,Completed,08/04/2017,17-05154931,Sanitation Code Violation,Standing water,6960 N OAKLEY AVE,60645,1159620.70201081,1946102.29797509,50,24,2,42.0078249104092,-87.68806632264409,"(42.0078249104092, -87.68806632264409)"
08/03/2017,Completed,08/04/2017,17-05155103,Sanitation Code Violation,Standing water,6310 N WESTERN AVE,60659,1159173.64722166,1941824.2520961,50,24,2,41.99609504178689,-87.68982943367395,"(41.99609504178689, -87.68982943367395)"
08/06/2017,Completed,08/07/2017,17-05215444,Sanitation Code Violation,Standing water,1720 W NELSON ST,60657,1164330.37989851,1920299.9806043,32,19,6,41.93692365768876,-87.6714718453527,"(41.93692365768876, -87.6714718453527)"
08/04/2017,Completed - Dup,08/07/2017,17-05177314,Sanitation Code Violation,Standing water,4646 N MAGNOLIA AVE,60640,1167075.98459055,1930989.20720097,46,19,3,41.96619673852334,-87.66107326076482,"(41.96619673852334, -87.66107326076482)"
08/04/2017,Completed,08/07/2017,17-05177171,Sanitation Code Violation,Standing water,4646 N MAGNOLIA AVE,60640,1167075.98459055,1930989.20720097,46,19,3,41.96619673852334,-87.66107326076482,"(41.96619673852334, -87.66107326076482)"
05/03/2017,Completed,08/08/2017,17-02731766,Sanitation Code Violation,Standing water,649 E 90TH ST,60619,1182141.25527983,1845444.88859633,8,6,44,41.731120271263784,-87.60833703244187,"(41.731120271263784, -87.60833703244187)"
08/03/2017,Completed - Dup,08/14/2017,17-05156357,Sanitation Code Violation,Standing water,6136 W ARGYLE ST,60630,1134186.64297034,1932894.74036894,45,16,11,41.972070138752095,-87.78195788194245,"(41.972070138752095, -87.78195788194245)"
08/03/2017,Completed - Dup,08/14/2017,17-05156464,Sanitation Code Violation,Standing water,6136 W ARGYLE ST,60630,1134186.64297034,1932894.74036894,45,16,11,41.972070138752095,-87.78195788194245,"(41.972070138752095, -87.78195788194245)"
08/03/2017,Completed - Dup,08/14/2017,17-05156867,Sanitation Code Violation,Standing water,6136 W ARGYLE ST,60630,1134186.64297034,1932894.74036894,45,16,11,41.972070138752095,-87.78195788194245,"(41.972070138752095, -87.78195788194245)"
08/03/2017,Completed - Dup,08/14/2017,17-05157325,Sanitation Code Violation,Standing water,6136 W ARGYLE ST,60630,1134186.64297034,1932894.74036894,45,16,11,41.972070138752095,-87.78195788194245,"(41.972070138752095, -87.78195788194245)"
08/03/2017,Completed,08/14/2017,17-05156245,Sanitation Code Violation,Standing water,6136 W ARGYLE ST,60630,1134186.64297034,1932894.74036894,45,16,11,41.972070138752095,-87.78195788194245,"(41.972070138752095, -87.78195788194245)"
08/04/2017,Completed - Dup,08/14/2017,17-05169647,Sanitation Code Violation,Standing water,6136 W ARGYLE ST,60630,1134186.64297034,1932894.74036894,45,16,11,41.972070138752095,-87.78195788194245,"(41.972070138752095, -87.78195788194245)"
08/04/2017,Completed - Dup,08/14/2017,17-05170998,Sanitation Code Violation,Standing water,6136 W ARGYLE ST,60630,1134186.64297034,1932894.74036894,45,16,11,41.972070138752095,-87.78195788194245,"(41.972070138752095, -87.78195788194245)"
08/04/2017,Completed,08/14/2017,17-05172341,Sanitation Code Violation,Standing water,11136 S BELL AVE,60643,1163398.8018229,1830600.96032988,19,22,75,41.69079876337985,-87.67741173434062,"(41.69079876337985, -87.67741173434062)"
08/04/2017,Completed,08/14/2017,17-05180290,Sanitation Code Violation,Standing water,10322 S AVERS AVE,60655,1152477.80421522,1835952.34062504,19,22,74,41.70570523516058,-87.71725459262717,"(41.70570523516058, -87.71725459262717)"
08/11/2017,Completed,08/15/2017,17-05367711,Sanitation Code Violation,Standing water,1818 N WESTERN AVE,60647,1160077.12542878,1912100.95980448,1,14,22,41.91451402100543,-87.687330158465,"(41.91451402100543, -87.687330158465)"
08/15/2017,Completed,08/16/2017,17-05469957,Sanitation Code Violation,Standing water,2346 S ST LOUIS AVE,60623,1153403.86398229,1888184.74437565,22,10,30,41.849020764751714,-87.7124824874432,"(41.849020764751714, -87.7124824874432)"
08/20/2017,Completed - Dup,08/21/2017,17-05575294,Sanitation Code Violation,Standing water,1225 W WINNEMAC AVE,60640,1167226.74462417,1933700.91012777,47,20,3,41.97363449398384,-87.66044063637729,"(41.97363449398384, -87.66044063637729)"
08/19/2017,Completed - Dup,08/23/2017,17-05550488,Sanitation Code Violation,Standing water,3544 W FULLERTON AVE,60647,1152258.3999215,1915725.02319634,35,14,22,41.92461677882907,-87.71595929425112,"(41.92461677882907, -87.71595929425112)"
08/21/2017,Completed,08/28/2017,17-05591514,Sanitation Code Violation,Standing water,1005 N LAKE SHORE DR,60611,1177294.46979415,1907337.75910579,2,18,8,41.901070315211776,-87.62422136798119,"(41.901070315211776, -87.62422136798119)"
09/02/2017,Completed,09/06/2017,17-05857737,Sanitation Code Violation,Standing water,1367 N WOLCOTT AVE,60622,1163861.98329691,1909238.06719214,1,14,24,41.90657897592808,-87.6735060748786,"(41.90657897592808, -87.6735060748786)"
09/05/2017,Completed,09/06/2017,17-05894598,Sanitation Code Violation,Standing water,3909 N PONTIAC AVE,60634,1119694.37100187,1924913.96892418,38,16,17,41.950413499026716,-87.83542009123371,"(41.950413499026716, -87.83542009123371)"
09/08/2017,Completed,09/12/2017,17-05970139,Sanitation Code Violation,Standing water,5053 S LAWLER AVE,60638,1143547.81919224,1870647.96041166,22,8,56,41.8010870536436,-87.74909324743506,"(41.8010870536436, -87.74909324743506)"
09/12/2017,Completed,09/15/2017,17-06081589,Sanitation Code Violation,Standing water,611 N PARKSIDE AVE,60644,1138574.40001387,1903484.5135024,29,15,25,41.8912867215873,-87.76653808342597,"(41.8912867215873, -87.76653808342597)"
09/06/2017,Completed,09/15/2017,17-05929430,Sanitation Code Violation,Standing water,3053 S POPLAR AVE,60608,1171053.32003437,1884616.72510076,11,9,60,41.83886139885143,-87.64781190966876,"(41.83886139885143, -87.64781190966876)"
07/15/2017,Completed,09/15/2017,17-04666560,Sanitation Code Violation,Standing water,722 S HOYNE AVE,60612,1162490.96643014,1896809.42999792,28,12,28,41.87250260741375,-87.67889056733,"(41.87250260741375, -87.67889056733)"
07/22/2017,Completed,09/15/2017,17-04836406,Sanitation Code Violation,Standing water,3616 W LEXINGTON ST,60624,1152390.41202142,1896459.03052625,24,11,27,41.871746409125834,-87.71598362539378,"(41.871746409125834, -87.71598362539378)"
09/16/2017,Completed,09/19/2017,17-06189784,Sanitation Code Violation,Standing water,1220 N PAULINA ST,60622,1164744.8999759,1908260.52021125,1,14,24,41.90387783659252,-87.67029053420748,"(41.90387783659252, -87.67029053420748)"
09/05/2017,Completed,09/20/2017,17-05901728,Sanitation Code Violation,Standing water,746 N MAY ST,60642,1168702.06620266,1905303.33310894,27,12,24,41.895678275390864,-87.65584075064535,"(41.895678275390864, -87.65584075064535)"
09/21/2017,Completed,09/29/2017,17-06318383,Sanitation Code Violation,Standing water,512 N HALSTED ST,60642,1170954.67731639,1903833.25789707,27,12,24,41.891595188682324,-87.64761062787304,"(41.891595188682324, -87.64761062787304)"
10/07/2017,Completed,10/10/2017,17-06730385,Sanitation Code Violation,Standing water,3624 N HAMILTON AVE,60618,1161380.80712602,1924043.25556962,47,19,5,41.947257399501396,-87.68220742781018,"(41.947257399501396, -87.68220742781018)"
10/10/2017,Completed - Dup,10/11/2017,17-06807594,Sanitation Code Violation,Standing water,3618 N HAMILTON AVE,60618,1161381.90712602,1924003.05556962,47,19,5,41.94714706551624,-87.6822045070381,"(41.94714706551624, -87.6822045070381)"
10/11/2017,Completed,10/12/2017,17-06833847,Sanitation Code Violation,Standing water,3618 N HAMILTON AVE,60618,1161381.90712602,1924003.05556962,47,19,5,41.94714706551624,-87.6822045070381,"(41.94714706551624, -87.6822045070381)"
10/09/2017,Completed,10/12/2017,17-06769559,Sanitation Code Violation,Standing water,3289 N ELSTON AVE,60618,1156309.8315918,1921787.02412331,33,17,21,41.94117034420349,-87.70090821118592,"(41.94117034420349, -87.70090821118592)"
10/14/2017,Completed,10/15/2017,17-06911300,Sanitation Code Violation,Standing water,3332 W PALMER ST,60647,1153647.59733153,1914422.56919892,35,14,22,41.92101517736784,-87.71088949180053,"(41.92101517736784, -87.71088949180053)"
10/14/2017,Completed,10/15/2017,17-06920414,Sanitation Code Violation,Standing water,2120 W WASHINGTON BLVD,60612,1162261.94820509,1900669.30656566,27,12,28,41.88309923674488,-87.67962345747974,"(41.88309923674488, -87.67962345747974)"
10/14/2017,Completed,10/16/2017,17-06917922,Sanitation Code Violation,Standing water,510 N ORLEANS ST,60654,1173840.80289875,1903647.20477387,42,18,8,41.89102086656864,-87.63701685702436,"(41.89102086656864, -87.63701685702436)"
10/14/2017,Completed,10/16/2017,17-06918014,Sanitation Code Violation,Standing water,4828 N WOLCOTT AVE,60640,1162947.88729525,1932091.78417314,47,20,4,41.96931013311762,-87.67622040792794,"(41.96931013311762, -87.67622040792794)"
10/15/2017,Completed,10/16/2017,17-06938734,Sanitation Code Violation,Standing water,4642 S KOLIN AVE,60632,1148074.8332048,1873495.07010236,14,8,57,41.80881431438463,-87.73241785440453,"(41.80881431438463, -87.73241785440453)"
10/15/2017,Completed,10/16/2017,17-06938738,Sanitation Code Violation,Standing water,4635 S KOLMAR AVE,60632,1146804.0391225,1873516.07363061,14,8,57,41.808896239600024,-87.73707839474409,"(41.808896239600024, -87.73707839474409)"
10/15/2017,Completed,10/17/2017,17-06938412,Sanitation Code Violation,Standing water,2218 N KEDZIE BLVD,60647,1154671.34428589,1914678.33840603,32,14,22,41.92169657680303,-87.70712113355594,"(41.92169657680303, -87.70712113355594)"
10/13/2017,Completed,10/18/2017,17-06892410,Sanitation Code Violation,Standing water,2922 N MILDRED AVE,60657,1169763.75923153,1919694.12557394,44,19,6,41.93514432027844,-87.65152123595756,"(41.93514432027844, -87.65152123595756)"
10/14/2017,Completed - Dup,10/18/2017,17-06923900,Sanitation Code Violation,Standing water,1245 W FOSTER AVE,60640,1166885.06013057,1934668.02717161,47,20,3,41.97629565119713,-87.6616692059532,"(41.97629565119713, -87.6616692059532)"
10/18/2017,Completed,10/19/2017,17-07026851,Sanitation Code Violation,Standing water,2218 N KEDZIE BLVD,60647,1154671.34428589,1914678.33840603,32,14,22,41.92169657680303,-87.70712113355594,"(41.92169657680303, -87.70712113355594)"
10/14/2017,Completed,10/19/2017,17-06911588,Sanitation Code Violation,Standing water,2625 W CORTEZ ST,60622,1158706.91709829,1906887.4074681,26,12,24,41.90023582290386,-87.69250720436405,"(41.90023582290386, -87.69250720436405)"
10/14/2017,Completed,10/19/2017,17-06917836,Sanitation Code Violation,Standing water,1252 N LUIS MUNOZ MARIN DR,60622,1155122.70752316,1908162.99462671,26,14,24,41.90380886233627,-87.70563789593037,"(41.90380886233627, -87.70563789593037)"
10/15/2017,Completed,10/19/2017,17-06938185,Sanitation Code Violation,Standing water,3145 W DIVISION ST,60622,1155080.25359821,1907810.53933203,26,12,24,41.90284254569663,-87.70580331069598,"(41.90284254569663, -87.70580331069598)"
